,CampusID,InstitutionID,MedianFamilyIncome,DebtNonCompleter,PredominantDegree,State,FirstGen,IndPerc,LoanPerc,MDEarning10,Control,NetPrice
3472,215974,657701,36752.284139999996,5500.0,1,PA,0.38805970149999996,0.6396396396,0.6391,49600.0,2,19592.0
3474,215992,2092500,15902.862959999999,4709.0,2,PA,0.5545977011,0.5829145729,0.8691,19000.0,3,8702.0
3475,216010,332600,72110.20704,5750.0,3,PA,0.4087358982,0.0834236186,0.687,44600.0,1,16992.0
3476,216038,332700,69549.88518,7000.0,3,PA,0.34321372850000004,0.1152452283,0.7368,38900.0,1,17445.0
3478,216074,1292900,23422.57631,4750.0,1,PA,0.4114832536,0.6255506608,0.6952,17300.0,3,18455.0
3479,216083,1326300,25608.75111,6147.0,2,PA,0.5807504078,0.4224376731,0.9066,29000.0,3,20196.0
3480,216162,657400,41727.105019999995,3167.0,1,PA,0.5267175572999999,0.7021276595999999,0.8491,48600.0,2,
3481,216223,2206300,24631.481069999998,4750.0,1,PA,,0.46399999999999997,0.9559,12200.0,3,13852.0
3482,216278,336900,92554.19502,5750.0,3,PA,0.2259371834,0.017578125,0.7090000000000001,50000.0,2,24095.0
3483,216287,337000,73633.22935,6500.0,3,PA,0.1298701299,,0.2518,48500.0,2,19121.0
3484,216296,791200,34311.58492,3821.0,2,PA,0.49213836479999995,0.2102351314,0.4976,38900.0,1,5202.0
3486,216339,337100,60419.46547,10000.0,3,PA,0.3099299547,0.1760944043,0.6633,47200.0,1,21469.0
3487,216357,337600,56816.90859,9500.0,3,PA,0.38192419829999996,0.0546666667,0.8365,37000.0,2,19867.0
3488,216366,1239300,40164.66885,7500.0,3,PA,0.3396226415,0.6093333333,0.6304,86300.0,2,
3489,216418,3010800,13493.434459999999,6092.5,2,PA,0.5884743258,0.7116082225,0.6516,24300.0,3,21605.0
3490,216427,2090200,22521.70195,4750.0,2,PA,0.5309734513000001,0.5112781955,0.7212,33800.0,3,19707.0
3491,216436,783900,16981.56058,9000.0,2,PA,0.4183381089,0.5582524272,0.8256,35500.0,3,18970.0
3492,216445,2129000,29736.14307,5119.0,2,PA,0.5425219941,0.44075829380000003,0.7704,42900.0,3,17150.0
3493,216454,2174400,32805.72634,5500.0,2,PA,0.5295774648,0.3449131514,0.713,34700.0,3,17430.0
3495,216524,338500,93204.02521,9500.0,3,PA,0.2196620584,,0.7128,52100.0,2,27512.0
3496,216542,330600,51228.176289999996,15750.0,3,PA,0.3165938865,0.1663326653,0.6876,28800.0,2,20113.0
3497,216551,338600,59506.4235,8000.0,2,PA,0.2698412698,0.0563380282,0.5987,40500.0,2,25429.0
3498,216579,2061000,18234.71116,3500.0,1,PA,0.5759493671,0.45054945049999995,0.7967,20600.0,3,14202.0
3499,216597,338800,106338.8547,14500.0,3,PA,0.127936032,0.0898174832,0.4463,73900.0,2,33426.0
3500,216630,658201,46889.32677,5500.0,1,PA,,0.5984848485,0.7826,50500.0,2,16840.0
3501,216649,658202,46889.32677,5500.0,1,PA,,0.5984848485,0.6522,50500.0,2,
3502,216667,338900,87172.05521,8630.0,3,PA,0.24276527329999997,0.0195783133,0.8119,47900.0,2,24779.0
3503,216694,339100,71644.44694,10937.5,3,PA,0.3579295154,0.2150866463,0.8028,45100.0,2,16274.0
3505,216764,332800,80802.56712,10250.0,3,PA,0.3108601793,0.13769363169999999,0.6325,46100.0,1,17938.0
3506,216773,658300,42809.50247,3812.0,1,PA,,0.5087719298,0.6914,51200.0,2,10015.0
3507,216782,2202300,9361.066004,6334.0,2,PA,0.5028636884000001,0.7045454545000001,0.8255,24400.0,3,15637.0
3508,216807,339200,72642.75647000001,8250.5,3,PA,0.25649350649999997,0.024653312799999997,0.7522,43500.0,2,21613.0
3510,216825,1017600,25231.76987,,2,PA,0.5010358093999999,0.46327536979999995,0.2621,29500.0,1,3248.0
3511,216852,331300,66957.22682000001,6500.0,3,PA,0.372560615,0.1836188437,0.7109,52900.0,2,27247.0
3512,216931,339400,66343.91221000001,7874.0,3,PA,0.372611465,0.1133633634,0.7558,49900.0,2,22840.0
3513,216986,491400,15167.366259999999,3893.5,2,PA,0.6133333333,0.8241758242,0.8333,23600.0,3,12471.0
3514,217013,339600,42883.28662,10698.5,3,PA,0.4680851064,0.5,0.6055,32800.0,2,20240.0
3516,217059,339900,82128.0203,6500.0,3,PA,0.35249366020000006,0.10722795869999999,0.6856,47500.0,2,20062.0
3517,217077,2127400,23046.40736,3666.0,2,PA,0.6089898502000001,0.5456066946,0.9424,35900.0,3,7715.0
3518,217086,2120800,15158.67063,9500.0,2,PA,0.5666666667,0.7201834862000001,0.8646,24800.0,3,17517.0
3519,217095,2071900,9979.353101,6065.0,1,RI,0.5846994536,0.6124031007999999,0.7299,21000.0,3,12657.0
3520,217156,340100,76414.00428,7500.0,3,RI,0.1632329635,0.0275502606,0.2409,59700.0,2,25534.0
3521,217165,340200,97936.69431,7500.0,3,RI,0.1982507289,0.0463821892,0.6452,64500.0,2,33217.0
3522,217235,340400,51452.08897,8807.0,3,RI,0.3346127006,0.14634405179999999,0.7687,35300.0,2,25683.0
3523,217244,1164702,15052.14906,4750.0,1,RI,0.6204545455,0.6441620334,0.9861,33300.0,3,20045.0
3524,217305,784500,33166.24959,6084.0,2,RI,0.41144414170000004,0.4506822612,0.7829999999999999,38500.0,2,28494.0
3526,217350,3080000,11033.21054,,1,RI,,,0.4945,13900.0,3,
3527,217402,340600,99970.39031,8874.5,3,RI,0.15395894429999998,0.08414464529999999,0.5434,57700.0,2,34732.0
3528,217420,340700,40079.28166,7500.0,3,RI,0.4144329897,0.2608300515,0.5653,39100.0,1,9442.0
3529,217475,340800,22511.91936,3000.0,2,RI,0.5224151629,0.4276036492,0.2236,29400.0,1,5708.0
3530,217484,341400,80158.93892999999,7500.0,3,RI,0.2397212544,0.09225512529999999,0.693,47600.0,1,17530.0
3531,217493,340900,78099.84057999999,8750.0,3,RI,0.09750566890000001,0.0780911063,0.4158,44300.0,2,41575.0
3532,217518,341000,104132.4368,8750.0,3,RI,0.19805380649999998,0.0838323353,0.5585,47400.0,2,34008.0
3533,217536,341100,92858.54235,6017.0,3,RI,0.2056737589,0.0379746835,0.7263,49700.0,2,30037.0
3535,217581,2176900,27386.911310000003,6024.5,1,RI,0.4592592593,0.5838150289,0.5979,20000.0,3,13708.0
3536,217606,3570500,29477.12525,6150.0,3,MA,0.43478260869999996,0.37914691939999995,0.6458,24400.0,2,18712.0
3537,217615,1005600,19068.18355,3500.0,1,SC,0.4836109618,0.5594470046,0.1218,24500.0,1,6289.0
3538,217624,341700,18305.83554,9500.0,3,SC,0.5280898876,0.172815534,0.8804,21100.0,2,15554.0
3539,217633,341800,55294.47392999999,8750.0,3,SC,0.3167062549,0.2882882883,0.6967,33600.0,2,17586.0
3540,217688,341900,41566.23572,8750.0,3,SC,0.34274850619999997,0.2975289965,0.7766,35700.0,2,18369.0
3541,217712,991000,19424.332319999998,3750.0,1,SC,0.5147891756,0.6731391586,0.1979,25300.0,1,3386.0
3542,217721,342000,19166.27271,9500.0,3,SC,0.46034297960000004,0.1402080507,0.9284,21400.0,2,16245.0
3544,217776,342200,36553.20052,6250.0,3,SC,0.471190781,0.6071019473,0.7348,40900.0,2,16782.0
3545,217794,2356600,14296.715530000001,2708.5,1,SC,0.43609022560000005,0.6862745098,0.62,19300.0,3,11896.0
3546,217819,342800,61587.97573,6585.0,3,SC,0.21269669019999998,0.1525423729,0.4373,40500.0,1,15063.0
3547,217828,2338600,10346.226859999999,,1,SC,0.5119047619,0.6761904762000001,0.0,15900.0,3,9403.0
3548,217837,760200,15742.36531,,1,SC,0.554248366,0.5158124318,0.0,23000.0,1,10781.0
3549,217864,342300,76069.89802000001,6500.0,3,SC,0.2179372197,0.1495652174,0.5293,51900.0,1,16237.0
3550,217873,342400,25918.43547,9500.0,3,SC,0.39295908659999995,0.2117154812,0.8991,27600.0,2,15395.0
3551,217882,342500,80413.75383,8500.0,3,SC,0.1776866564,0.0812157449,0.4198,50800.0,1,10236.0
3552,217891,492300,19528.12123,5500.0,2,SC,0.42105263159999995,0.2452830189,0.733,12100.0,2,5878.0
3553,217907,342700,26086.91345,8500.0,3,SC,0.4854961832,0.410738255,0.8195,31100.0,2,14236.0
3554,217925,342900,44361.59455,10015.0,3,SC,0.2217898833,0.2359550562,0.8535,29900.0,2,13213.0
3555,217934,343000,33077.57954,10500.0,3,SC,0.4128440367,0.3938973648,0.8517,32400.0,2,16303.0
3556,217961,343100,43411.88485,9500.0,3,SC,0.2992327366,0.20427553440000001,0.7396,31200.0,2,17011.0
3557,217989,536300,7800.500806999999,3500.0,1,SC,0.5957055215,0.5246430216,0.643,15600.0,1,6480.0
3558,217998,343200,55483.66108,5500.0,3,SC,,0.044982699,0.619,37600.0,2,17634.0
3559,218025,399000,14866.2798,4000.0,2,SC,0.5746400606000001,0.5425509561,0.3908,25200.0,1,5993.0
3560,218043,492400,11079.59827,5500.0,2,SC,0.6689189189,0.8888888889,0.8557,21700.0,3,16459.0
3561,218061,922600,29251.44304,9500.0,3,SC,0.4043545879,0.1668241966,0.6718,33000.0,1,15225.0
3562,218070,343400,82740.30611,7750.0,3,SC,0.1426403642,0.0903703704,0.2935,46700.0,2,32218.0
3563,218113,399100,21506.73955,6958.0,1,SC,0.4783662586,0.4992578456,0.7277,30000.0,1,8693.0
3564,218140,492500,20948.87846,5500.0,2,SC,0.47541684479999996,0.4980214811,0.5351,25400.0,1,6565.0
3566,218195,2341100,14600.333069999999,4726.5,1,SC,0.48565121409999995,0.7303370787000001,0.5263,15200.0,3,16638.0
3567,218229,343500,37057.38388,8750.0,3,SC,0.3762626263,0.09027777779999999,0.6965,33600.0,1,14621.0
3568,218238,343600,27614.70011,9500.0,3,SC,0.4843287995,0.6583592939,0.6892,36400.0,2,22490.0
3570,218335,343800,4512.49255,2500.0,3,SC,0.1519302615,0.9253012048,0.899,79400.0,1,
3571,218353,399300,21731.48586,3500.0,2,SC,0.43459127880000004,0.4960256258,0.4384,28600.0,1,6246.0
3572,218399,343900,18425.51306,7100.0,3,SC,0.4744408946,0.16888297870000002,0.9857,22900.0,2,12851.0
3573,218414,344000,39853.19507,9500.0,3,SC,0.3422459893,0.147299509,0.7649,30300.0,2,18052.0
3574,218441,344100,50517.85138,5500.0,3,SC,0.3000914913,0.103539823,0.4764,29600.0,2,16172.0
3575,218487,681500,17067.9066,3500.0,2,SC,0.4571823204,0.4466527197,0.2734,24600.0,1,6406.0
3576,218520,399200,16674.87768,4750.0,2,SC,0.5617149099000001,0.5734750462,0.3639,24800.0,1,7304.0
3577,218539,344500,78207.47958,6000.0,3,SC,0.1744680851,0.022587269,0.4738,40800.0,2,13673.0
3578,218645,344900,37576.32845,6250.0,3,SC,0.3418745786,0.2061021171,0.5867,35800.0,1,10997.0
3579,218654,345000,39622.07643,6250.0,3,SC,0.3683729433,0.2535684299,0.5891,32200.0,1,13832.0
3580,218663,344800,67867.41273,9000.0,3,SC,0.23196573489999997,0.1168915273,0.4924,42200.0,1,16127.0
3581,218672,344801,67867.41273,9000.0,2,SC,0.23196573489999997,0.1168915273,0.34,42200.0,1,10054.0
3582,218681,345400,16436.5814,5500.0,2,SC,0.547645126,0.4503424658,0.561,25200.0,1,13800.0
3583,218690,342600,31307.8866,5500.0,2,SC,0.40101522840000003,0.25,0.6159,31200.0,1,9874.0
3584,218706,492700,17717.87398,5500.0,2,SC,0.5963636364,0.3946587537,0.8821,31700.0,1,9373.0
3585,218724,345100,54351.5407,5500.0,3,SC,0.3258804907,0.1130353818,0.6951,36300.0,1,14003.0
3586,218733,344600,25121.697659999998,9500.0,3,SC,0.3796240146,0.13845321800000002,0.7046,28900.0,1,18033.0
3587,218742,695100,39011.245989999996,7328.0,3,SC,0.38159220689999995,0.2863849765,0.6423,35800.0,1,13292.0
3589,218821,344700,42569.26011,5500.0,2,SC,0.39420654909999997,0.0514874142,0.6812,28400.0,2,16295.0
3590,218830,399400,20324.187469999997,3238.0,2,SC,0.5224943052000001,0.5088601533,0.1833,25500.0,1,4780.0
3591,218858,399500,15073.511030000001,3004.0,1,SC,0.5730806296000001,0.637254902,0.392,26000.0,1,4961.0
3592,218867,2567600,10789.30542,,1,SC,,0.6904761905,0.0,16200.0,3,9463.0
3593,218885,492600,24884.00229,3500.0,1,SC,0.46607009689999995,0.41711349420000005,0.2379,27200.0,1,7996.0
3594,218894,492000,19262.25746,5966.5,1,SC,0.4786244382,0.6107340596999999,0.4676,29400.0,1,5495.0
3595,218919,345500,18881.91504,9500.0,3,SC,0.4976958525,0.2162162162,0.7944,25400.0,2,11773.0
3596,218955,932200,13316.59181,,2,SC,0.5608247423,0.5492227979,0.0,22000.0,1,9333.0
3597,218964,345600,46778.57653,7500.0,3,SC,0.3089911355,0.1318074191,0.6629,36200.0,1,14651.0
3598,218973,345700,74462.92053999999,7500.0,3,SC,0.1391129032,0.0295857988,0.419,49700.0,2,19239.0
3599,218991,399600,18541.27374,4750.0,1,SC,0.5014492754,0.5606484069,0.1775,25300.0,1,6873.0
3600,219000,345800,82283.55981,9500.0,3,SD,0.14950634699999998,0.0688259109,0.685,41800.0,2,17608.0
3601,219037,2137100,21996.70282,5279.0,1,SD,0.39716312060000003,0.4777070064,0.9135,16200.0,3,7696.0
3602,219046,345900,42529.21972,7501.0,3,SD,0.3202216066,0.3286893705,0.613,34400.0,1,14965.0
3603,219055,2144600,13668.5258,4794.0,2,SD,0.46494464939999997,0.676300578,0.8239,23100.0,2,28430.0
3604,219082,346300,49512.458439999995,7000.0,3,SD,0.3003663004,0.3381112985,0.4478,37300.0,1,12692.0
3605,219091,346100,56633.975060000004,9500.0,3,SD,0.3125,0.2162661738,0.8682,34500.0,2,17338.0
3606,219125,2297800,15551.477969999998,4750.0,1,SD,0.39849624060000005,0.6756756757,0.5839,16000.0,3,10357.0
3607,219143,530900,43653.81063,7640.0,2,SD,0.33693843590000006,0.2867078825,0.8396,34500.0,1,10993.0
3609,219189,828400,42209.71292,5500.0,2,SD,0.3007334963,0.3010033445,0.7384,37000.0,1,9260.0
3610,219198,346500,48359.702769999996,8690.0,3,SD,0.3870056497,0.3101736973,0.5337,32300.0,2,29169.0
3611,219204,405700,14604.323719999999,6273.0,3,SD,0.5223104298,0.9018231854000001,0.7193,36100.0,3,19780.0
3612,219213,405707,14604.323719999999,6273.0,2,SD,0.5223104298,0.9018231854000001,0.8507,36100.0,3,20013.0
3614,219259,346600,54031.3495,7500.0,3,SD,0.2645556691,0.2375586854,0.4483,33600.0,1,13382.0
3615,219277,1465900,4367.56394,,2,SD,0.3968253968,0.6705632306,0.0,17900.0,1,2393.0
3616,219295,346700,39599.4262,8524.0,3,SD,0.3339622642,0.44745762710000003,0.8064,35900.0,2,20505.0
3618,219347,347000,65797.95662000001,6595.0,3,SD,0.2151300236,0.19052987600000001,0.5573,50600.0,1,15857.0
3619,219356,347100,64816.19734,7500.0,3,SD,0.24409925359999998,0.1642356507,0.6328,40700.0,1,14648.0
3620,219374,2143700,3293.472824,,2,SD,0.3754789272,0.6666666667,0.0,17800.0,2,14052.0
3621,219383,346900,63203.94085,7500.0,3,SD,0.26724137929999997,0.2553191489,0.7459,36500.0,2,19099.0
3623,219408,2277300,11064.11217,,2,SD,0.3551401869,0.6814814815000001,0.0,22800.0,1,7177.0
3624,219426,776400,36866.243480000005,7500.0,2,SD,0.36410256409999997,0.43095536090000003,0.7587,36200.0,1,11767.0
3626,219471,347400,57788.2864,8253.0,3,SD,0.28627232140000003,0.2934725849,0.604,39400.0,1,15315.0
3627,219480,1017000,24029.30816,5500.0,2,SD,0.3850931677,0.5864592864,0.7359,31700.0,1,12801.0
3629,219578,347700,35695.47786,8760.0,2,TN,0.3853503185,0.6849710983,0.8313,45400.0,2,22618.0
3630,219587,2257400,19411.99045,,1,TN,,0.40476190479999996,0.2547,16000.0,3,13719.0
3631,219596,535800,16353.233869999998,,1,TN,0.6727272727,0.5970695971,0.0,26600.0,1,5292.0
3632,219602,347800,29413.883560000002,8700.5,3,TN,0.4546733668,0.4581005587,0.602,34200.0,1,10917.0
3633,219639,3440300,28806.9555,13939.5,3,TN,0.4430379747,0.6237897649,0.8204,54100.0,2,13333.0
3634,219709,347900,82756.65938,6500.0,3,TN,0.18836433,0.1518518519,0.6603,41800.0,2,32701.0
3635,219718,348000,26318.802000000003,6500.0,3,TN,0.5559269735,0.7574385511,0.7615,36200.0,2,16254.0
3636,219790,353600,47292.224819999996,7991.0,3,TN,0.4085365854,0.5011261261,0.4803,34300.0,2,15044.0
3637,219806,348100,48633.27229,6250.0,3,TN,0.38059701490000003,0.1060606061,0.624,36300.0,2,16223.0
3638,219824,399800,19478.77219,5500.0,2,TN,0.5054860145000001,0.5569997292000001,0.4281,28500.0,1,7526.0
3639,219833,348200,42194.6717,9500.0,3,TN,0.382300885,0.2476190476,0.6832,45900.0,2,8656.0
3641,219879,399900,21709.746769999998,5135.0,1,TN,0.5741874706,0.5116374029999999,0.3679,27600.0,1,5428.0
3642,219888,348300,24184.74268,4750.0,2,TN,0.5223367698,0.482907299,0.1954,29800.0,1,6537.0
3643,219903,2157100,14117.05655,3500.0,1,TN,0.5453029461,0.7118023788,0.8619,22500.0,3,19074.0
3644,219921,528000,15852.14774,,1,TN,0.6802030456999999,0.7740585774,0.0,25500.0,1,6382.0
3645,219949,348500,50660.58062,11000.0,3,TN,0.4657360406,0.4200700117,0.6199,38200.0,2,16339.0
3646,219976,348600,49514.88643,6251.0,3,TN,0.2621696801,0.3317819149,0.5918,38000.0,2,20597.0
3647,219994,778200,17295.62362,,1,TN,0.6295585413,0.7293354943000001,0.0,24700.0,1,7277.0
3648,220002,493400,13129.69003,6334.0,2,TN,0.6228878647999999,0.7765060240999999,0.665,22500.0,3,22493.0
3649,220057,683500,17648.27974,3500.0,2,TN,0.6354264292,0.5611068409000001,0.2963,26800.0,1,8932.0
3650,220075,348700,32762.98939,8000.0,3,TN,0.43686125060000003,0.3114382786,0.5171,34800.0,1,14535.0
3651,220118,2204200,13195.42388,7073.0,1,TN,0.5990453461,0.7798507463,0.9265,24800.0,3,19228.0
3652,220127,528100,15808.579440000001,,1,TN,0.6845124283,0.7321711569,0.0,25000.0,1,5520.0
3654,220163,2595000,12853.78313,3500.0,1,TN,0.6219512195,0.6836734694,0.5846,15200.0,3,11302.0
3655,220181,349000,27644.7304,11000.0,3,TN,0.247311828,0.1183800623,0.7021,32500.0,2,17272.0
3656,220206,3001800,40826.90169,9082.0,3,TN,,0.2160493827,0.5345,30200.0,2,14014.0
3657,220215,349200,63087.85422000001,8750.0,3,TN,0.2558139535,0.11764705880000001,0.6577,36100.0,2,16547.0
3658,220251,1032600,15277.14869,,1,TN,0.7049180328,0.6806451613,0.0,27200.0,1,10252.0
3659,220279,528200,16859.11292,,1,TN,0.6675531915,0.6829268293,0.0,27300.0,1,6752.0
3660,220312,349400,31205.383260000002,5500.0,2,TN,0.5560165975,0.16216216220000002,0.7418,26600.0,2,14398.0
3661,220321,535600,15759.75659,,1,TN,0.6123076922999999,0.5896805897,0.0,26200.0,1,9324.0
3662,220394,1070000,14167.86671,,1,TN,0.7117117117,0.6259259259000001,0.0,26500.0,1,4250.0
3663,220400,493700,17326.9533,,2,TN,0.5700462768,0.4784286215,0.0016,27700.0,1,9698.0
3664,220464,885900,22043.44187,5500.0,2,TN,0.4864864865,0.5503875968999999,0.4694,35200.0,2,19073.0
3665,220473,349500,44162.62527,7500.0,3,TN,0.3266055046,0.22222222219999999,0.6248,28900.0,2,13224.0
3667,220516,349600,43161.15064,8616.0,3,TN,0.5351043643,0.6819248826000001,0.6574,38400.0,2,17141.0
3668,220552,493800,19684.10904,6334.0,3,TN,0.5449936629,0.7905701754000001,0.8262,22700.0,3,28193.0
3670,220598,349900,17100.40897,7460.0,3,TN,0.5032317636,0.1811764706,0.9386,24700.0,2,8156.0
3671,220604,350100,16859.11292,,3,TN,0.5070242656,0.3997901364,0.7489,25600.0,2,11089.0
3672,220613,350000,43944.54513,7500.0,3,TN,0.3792949576,0.2832778702,0.5451,33200.0,2,13881.0
3673,220631,350200,31661.41405,8250.0,3,TN,0.4657657658,0.457781457,0.8207,36800.0,2,11297.0
3674,220640,535300,16245.68281,,1,TN,0.6846846847,0.6224489796,0.0,20800.0,1,6669.0
3675,220701,350400,29931.24759,5500.0,3,TN,0.49484536079999997,0.2560321716,0.9033,28800.0,2,12760.0
3676,220710,350500,48097.746680000004,,3,TN,0.3853658537,0.1032357473,0.7115,34700.0,2,15049.0
3677,220756,535200,16304.320909999999,,1,TN,0.7033492823,0.6590038314,0.0,23300.0,1,7768.0
3679,220792,350600,0.0,,4,TN,,,,135100.0,2,
3680,220808,350700,31630.856910000002,9500.0,3,TN,0.2903225806,0.181372549,0.7872,26400.0,2,19302.0
3681,220853,536000,13393.45615,,1,TN,0.5450180072,0.6710158434000001,0.0,25400.0,1,7091.0
3682,220862,350900,28845.60455,9428.5,3,TN,0.39270887390000003,0.3525670675,0.6393,35700.0,1,11318.0
3684,220941,998200,15958.420059999999,,3,TN,0.5082508251,0.7948717948999999,0.9698,37800.0,3,18040.0
3685,220978,351000,34556.46469,6750.0,3,TN,0.39967670240000003,0.2934853118,0.569,35900.0,1,8631.0
3687,221014,351100,50569.47028,8750.0,3,TN,0.33966244729999995,0.252016129,0.6179,35700.0,2,14891.0
3688,221050,535100,16218.46662,,1,TN,0.7422145329000001,0.6826783115,0.0,25600.0,1,6669.0
3689,221096,683600,27633.139760000002,2500.0,2,TN,0.5534351145,0.3568153397,0.1347,27600.0,1,8373.0
3690,221102,2103500,17434.94053,,1,TN,0.6438746439,0.7219512195000001,0.0,30500.0,1,9132.0
3691,221148,793803,23568.26265,4750.0,1,TN,0.5419751142,0.3466666667,0.5628,31400.0,3,20356.0
3692,221157,2125300,12236.02805,4394.5,1,TN,0.5829787234,0.8061224490000001,0.9111,22800.0,3,22288.0
3693,221184,814500,18401.05658,5396.0,1,TN,0.5084521047,0.6094408924,0.34700000000000003,30800.0,1,6078.0
3694,221236,528300,21011.723169999997,,1,TN,0.7275985663,0.7965616045999999,0.0,19700.0,1,2678.0
3695,221254,2106400,43176.939119999995,5500.0,3,TN,,0.33,0.631,30500.0,2,22818.0
3696,221281,2237900,11747.806690000001,,1,TN,0.7195402299,0.7140255009,0.0,20900.0,1,7277.0
3697,221290,1044700,17702.06856,3671.0,1,TN,0.431372549,0.5941422594,0.6816,16600.0,3,10993.0
3698,221333,946400,16095.6256,,1,TN,0.6,0.6813186813,0.0,23400.0,1,8612.0
3699,221351,351900,88991.15742999999,7075.0,3,TN,0.1359060403,,0.4215,51800.0,2,24414.0
3700,221388,1216400,16492.427209999998,,1,TN,0.6842105262999999,0.8047619048000001,0.0,25500.0,1,6662.0
3701,221397,991400,21459.747180000002,4946.0,2,TN,0.5631127451,0.5020005335000001,0.2102,27600.0,1,7276.0
3702,221430,535700,12301.990829999999,,1,TN,0.6516853933,0.7134146341,0.0,24700.0,1,3696.0
3703,221485,1043900,14515.696219999998,,2,TN,0.5104510451,0.5300269906,0.0,24700.0,1,5494.0
3704,221494,537900,16794.53749,,1,TN,0.6279683377,0.7022587269,0.0,31200.0,1,6718.0
3705,221519,353400,70129.23205,5500.0,3,TN,0.1520737327,,0.3507,40600.0,2,18676.0
3706,221582,971000,12496.17324,,1,TN,0.6765957447,0.6666666667,0.0,26000.0,1,5788.0
3707,221591,402600,13818.45545,,1,TN,0.6421052632,0.7238605898,0.0,21600.0,1,9389.0
3708,221607,530700,15729.32186,,1,TN,0.6419213974,0.7010309278,0.0,27700.0,1,8186.0
3709,221616,535400,15292.36606,,1,TN,0.6087824351,0.6774193548,0.0,26200.0,1,5464.0
3710,221625,402500,14572.80203,,1,TN,0.6118881119,0.7402031929999999,0.0,23300.0,1,8913.0
3711,221634,2092800,11629.62683,,1,TN,0.6079545454999999,0.6094420601,0.0,23800.0,1,9922.0
3712,221643,1269300,22453.17732,4750.0,1,TN,0.49043414280000003,0.4601755257,0.2731,27100.0,1,10708.0
3713,221661,351800,49989.37718,9500.0,3,TN,0.2050447518,0.1247130834,0.5859,37000.0,2,19078.0
3714,221670,351700,,,4,TN,,,,83800.0,2,
3715,221731,352500,40972.75844,5500.0,3,TN,0.46614173229999994,0.33428981350000003,0.6889,36200.0,2,11550.0
3716,221740,352900,46719.762969999996,5500.0,3,TN,0.317776835,0.2100420084,0.5551,36100.0,1,12506.0
3717,221759,353000,50191.686539999995,9763.0,3,TN,0.2642746914,0.1732022127,0.4443,42300.0,1,13623.0
3718,221768,353100,32892.12982,7090.0,3,TN,0.467917078,0.2376681614,0.5567,35600.0,1,8393.0
3719,221795,743900,23278.22244,7021.5,2,TN,0.49,0.7676348548,0.8996,37200.0,3,27791.0
3720,221829,956700,19197.79439,,1,TN,0.5254237288,0.5096774194,0.0,13200.0,3,9260.0
3721,221838,352200,24002.13429,9500.0,3,TN,0.41600842549999995,0.3456148282,0.7819,34700.0,1,8918.0
3722,221847,352300,42813.1904,5500.0,3,TN,0.4158415842,0.1948627104,0.4655,36600.0,1,12569.0
3723,221856,352400,14377.961000000001,6000.0,3,NC,0.5088062622,0.5916666667,0.9728,30900.0,2,13952.0
3724,221892,352600,44749.35415,11250.0,3,TN,0.38370720189999996,0.41386782229999997,0.6695,39200.0,2,19503.0
3725,221908,537800,18418.05401,3885.0,2,TN,0.5741805635,0.5482079758,0.2586,26100.0,1,7917.0
3726,221953,352700,32369.4968,7005.0,3,TN,0.5297029703,0.5121951220000001,0.7717,37700.0,2,17435.0
3727,221971,352800,43498.21975,9500.0,3,TN,0.3252279635,0.46458333329999996,0.3603,39500.0,2,22220.0
3729,221999,353500,61370.55085,5500.0,3,TN,0.12439807380000001,0.0359937402,0.1487,60700.0,2,17205.0
3730,222026,2294000,12137.24467,3750.0,1,TN,0.752688172,0.7155172414000001,0.6503,16500.0,3,8819.0
3731,222053,991200,25802.13132,3500.0,1,TN,0.5373100476,0.48863864869999996,0.2193,30000.0,1,7345.0
3732,222062,886300,20652.13982,3500.0,1,TN,0.6142147734000001,0.41829705149999996,0.1347,25700.0,1,4377.0
3733,222099,494700,11732.88889,4481.0,1,TN,0.6351791531000001,0.7787114846,0.8164,18000.0,3,10286.0
3735,222178,353700,73795.49831,8757.5,3,TX,0.2403156385,0.0728660652,0.5688,40200.0,2,24739.0
3736,222567,353900,22485.832440000002,3500.0,2,TX,0.5170902717,0.5836298932,0.0712,34500.0,1,4532.0
3737,222576,354000,21943.442030000002,4800.0,2,TX,0.5359357061,0.5581787521,0.1836,31700.0,1,4936.0
3738,222673,2136800,13624.30741,4750.0,1,TX,0.4765100671,0.8409090909,0.7947,21700.0,3,29340.0
3739,222691,1005700,9952.157482999999,4750.0,1,TX,0.6258992806,0.88,0.7446,18100.0,3,14514.0
3740,222707,1005900,11499.43754,3996.0,1,TX,0.5375494071,0.8198757764,0.9091,20300.0,3,21165.0
3741,222822,666100,17451.05815,,1,TX,0.5892648775,0.5054841742,0.0,26900.0,1,7067.0
3742,222831,354100,40031.999130000004,7082.0,3,TX,0.438174852,0.2017045455,0.5762,37700.0,1,12604.0
3743,222877,2081400,35266.511860000006,8250.0,3,TX,0.5027932961,0.2959183673,0.6062,34200.0,2,13941.0
3744,222886,2521200,16328.05086,4786.0,1,TX,0.5751879699,0.8635014837,0.6537,27600.0,3,19898.0
3745,222938,2117100,24091.26457,6334.0,3,TX,0.4104477612,0.44961100049999997,0.7875,32600.0,3,26091.0
3746,222983,354300,67978.14864,6500.0,3,TX,0.22745901640000002,0.046783625700000005,0.7504,47800.0,2,22549.0
3747,222992,1201500,21508.66014,3500.0,2,TX,0.4811706629,0.5343506987,0.2548,34400.0,1,8252.0
