,CampusID,InstitutionID,MedianFamilyIncome,DebtNonCompleter,PredominantDegree,State,FirstGen,IndPerc,LoanPerc,MDEarning10,Control,NetPrice
0,100654,100200,22681.34069,10064.0,3,AL,0.3697640828,0.1576692374,0.7935,30300.0,1,11726.0
1,100663,105200,35359.88195,8650.0,3,AL,0.3459119497,0.3303133258,0.5529,39700.0,1,15123.0
2,100690,2503400,18409.75222,5644.5,3,AL,0.4957264957,0.9071925754000001,0.9679,40100.0,2,6927.0
3,100706,105500,33376.82879,8305.5,3,AL,0.3248730964,0.37806451609999997,0.4787,45500.0,1,11160.0
4,100724,100500,20444.53146,9500.0,3,AL,0.40354912909999996,0.1808297568,0.8157,26600.0,1,11029.0
5,100751,105100,61170.22425,7500.0,3,AL,0.2642312864,0.17191179620000002,0.4231,41900.0,1,18526.0
6,100760,100700,17430.215369999998,6170.5,2,AL,0.5712374582,0.450377249,0.3807,27500.0,1,731.0
7,100812,100800,28232.562089999996,5561.0,3,AL,0.47654986520000003,0.7605563835,0.6278,39000.0,1,
8,100830,831000,27148.509889999998,6170.0,3,AL,0.4288312869,0.3456431535,0.563,35000.0,1,11419.0
9,100858,100900,75752.73595,11500.0,3,AL,0.1828057689,0.1069216758,0.3714,45700.0,1,16284.0
10,100937,101200,75354.43941,8750.0,3,AL,0.16834170850000002,0.0416666667,0.5103,44200.0,2,22544.0
11,101028,1218200,18862.18627,3105.0,2,AL,0.46740740740000003,0.522242535,0.0348,26100.0,1,1190.0
12,101073,1055400,16071.33099,5500.0,2,AL,0.4901960784,0.2155688623,0.7121,19900.0,2,12596.0
13,101116,1303906,16923.388280000003,4750.0,2,AL,0.5156537753,0.8072542232,0.7885,28800.0,3,24044.0
14,101143,101500,19560.87804,4907.0,2,AL,0.481233244,0.5165525114,0.287,24600.0,1,5193.0
15,101161,106000,22798.78913,3719.0,2,AL,0.47538978909999996,0.4118125169,0.3508,28700.0,1,6321.0
16,101189,100300,24938.842780000003,8250.0,3,AL,0.45394006659999997,0.6071599045,0.9334,37200.0,2,18500.0
17,101240,101700,14020.08555,,2,AL,0.5516962843,0.5708606174,0.0,25700.0,1,5620.0
19,101286,101800,15860.210480000002,,2,AL,0.5223765432,0.5423289004,0.0,26600.0,1,2408.0
20,101295,787100,25745.74135,5500.0,2,AL,0.5547468354,0.45196759259999997,0.4005,28800.0,1,8959.0
21,101301,569900,13230.715709999999,,2,AL,0.5177865613,0.43450064850000003,0.0,24200.0,1,10765.0
22,101365,962107,18063.48579,5895.5,2,AL,0.5206295194,0.8527014439,0.3364,42300.0,3,23121.0
23,101435,101900,42377.9156,6874.5,3,AL,0.36251709990000003,0.2666666667,0.7204,36500.0,2,18650.0
25,101462,526000,11607.76058,,1,AL,0.6,0.7371794872,0.0,22300.0,1,6520.0
26,101480,102000,34371.0892,8608.0,3,AL,0.4140604117,0.29831932769999997,0.6925,34600.0,1,15688.0
27,101499,102100,16838.864859999998,,2,AL,0.5825825826,0.4278215223,0.0,25400.0,1,3820.0
28,101505,102200,21074.96521,3500.0,2,AL,0.49567010310000004,0.5379574003,0.2411,29400.0,1,9273.0
29,101514,101300,20675.50934,3500.0,2,AL,0.5021952043,0.5162797709,0.4607,27400.0,1,6037.0
30,101541,102300,35466.2458,11800.0,3,AL,0.3786407767,0.2599118943,0.6884,29300.0,2,16700.0
31,101569,105900,14034.75944,,1,AL,0.467173739,0.4729505476,0.0,23800.0,1,7514.0
32,101587,102400,21441.630540000002,6852.0,3,AL,0.46034214619999997,0.3693259972,0.7358,33900.0,1,13338.0
33,101602,898800,17084.61246,,2,AL,0.5602575897,0.44187898090000005,0.0,25200.0,1,8366.0
34,101648,102600,47894.48615,5500.0,2,AL,0.2592592593,0.139380531,0.621,44500.0,1,11899.0
35,101675,102800,19709.520119999997,8250.0,3,AL,0.467110741,0.1981534091,0.9168,25700.0,2,15026.0
36,101693,102900,33804.89048,9500.0,3,AL,0.3945172825,0.4361471861,0.8206,35000.0,2,18386.0
37,101709,100400,41139.3966,6500.0,3,AL,0.3554266777,0.21600621600000003,0.5873,34900.0,1,13520.0
38,101736,569700,19108.750790000002,3750.0,2,AL,0.5584795322,0.40511883,0.2732,25200.0,1,3941.0
39,101879,101600,36145.938089999996,5520.0,3,AL,0.40299684539999997,0.247315809,0.6008,36100.0,1,10166.0
40,101897,103100,20173.87974,2758.5,2,AL,0.6128148959,0.47280534350000003,0.0,28300.0,1,1310.0
41,101912,103300,36228.65311,13375.0,3,AL,0.2356687898,0.23946360149999998,0.745,33900.0,2,25377.0
42,101949,103400,13070.6306,,2,AL,0.5833333333,0.37522123890000003,0.0,22400.0,1,4492.0
44,101994,569200,12718.09331,,1,AL,0.6062801932,0.5841584157999999,0.0,20100.0,1,3196.0
45,102030,103000,13690.194790000001,,2,AL,0.5015437393,0.524101421,0.0,21800.0,1,5033.0
46,102049,103600,76602.54061,9000.0,3,AL,0.17268623019999998,0.1661129568,0.3807,45800.0,2,23528.0
48,102067,569100,16041.27786,,2,AL,0.5083740405,0.3789568888,0.0,24700.0,1,8536.0
49,102076,103800,21028.864540000002,2250.0,2,AL,0.5617367707,0.46747967479999997,0.0,26500.0,1,4772.0
50,102094,105700,32982.01077,5500.0,3,AL,0.3752779837,0.2973063973,0.5418,37300.0,1,10835.0
51,102234,104100,57702.42134,11500.0,3,AL,0.2783687943,0.12393887949999999,0.6937,42800.0,2,18818.0
52,102261,2270400,26068.422019999998,9500.0,3,AL,0.42105263159999995,0.6220472441,0.7829,30300.0,2,12232.0
53,102270,104400,22609.745280000003,13526.5,3,AL,0.4093357271,0.1251980983,0.7584,25700.0,2,17421.0
54,102298,104600,16711.35187,,3,AL,0.48351648350000004,0.22365038559999997,0.7090000000000001,25100.0,2,13385.0
55,102313,573400,14333.722459999999,,1,AL,0.5131048387,0.5583468395000001,0.0,23100.0,1,5309.0
56,102368,104700,25133.65416,9500.0,3,AL,0.462543992,0.6472636275,0.6325,35600.0,1,11259.0
57,102377,105000,33689.77608,10000.0,3,AL,0.272005772,0.082460733,0.8390000000000001,36800.0,2,26124.0
59,102429,573305,16909.69025,,2,AL,0.5867731913,0.47923809520000005,0.0,25900.0,1,8080.0
60,102553,1146200,31357.01345,6500.0,3,AK,0.41303919640000003,0.5358819584000001,0.2893,42500.0,1,11519.0
62,102614,106300,32984.854419999996,6500.0,3,AK,0.4103671706,0.5553886593999999,0.2554,36200.0,1,12930.0
63,102632,106500,31501.57999,6500.0,2,AK,0.4,0.5882352941,0.2046,37400.0,1,12042.0
64,102669,106100,37809.93718,6250.0,3,AK,0.4117647059,0.5755813953,0.519,47000.0,2,32617.0
65,102711,3160300,21016.99164,,1,AK,0.4739583333,0.6561085972999999,0.046,33500.0,1,13276.0
66,102845,2576900,16967.64345,6330.0,1,AK,0.5824234354,0.7303070761,0.7639,39200.0,3,19320.0
67,103361,1146205,31357.01345,6500.0,1,AK,0.41303919640000003,0.5358819584000001,0.1807,42500.0,1,6295.0
68,103501,2541000,15855.9957,3705.0,1,AK,0.5330882353,0.7581967212999999,0.7961,28700.0,3,17881.0
69,103644,2295000,8376.344882,3742.0,2,AZ,0.5914687775,0.829639012,0.7467,28600.0,3,18358.0
70,103723,2160305,14864.64937,10302.0,3,AZ,0.43945469130000003,0.5277419354999999,0.9092,25700.0,3,21818.0
71,103732,1293700,17045.47009,6797.0,1,AZ,0.45768025079999997,0.6492146597,0.6181,17800.0,3,13248.0
72,103741,886500,14951.078269999998,6668.0,1,AZ,0.5576208178000001,0.6005586592000001,0.6429,18200.0,3,12052.0
73,103778,107000,,,1,AZ,,,0.0,118900.0,2,
75,103811,2317800,19829.47787,5062.0,1,AZ,0.5709504685,0.9299334812000001,0.855,30800.0,3,19229.0
76,103893,2100600,16520.35012,4260.0,1,AZ,0.5515450532,0.6785567856,0.42,25100.0,3,20035.0
77,103909,2100611,16520.35012,4260.0,1,AZ,0.5515450532,0.6785567856,0.5346,25100.0,3,21103.0
78,103927,2100607,16520.35012,4260.0,1,AZ,0.5515450532,0.6785567856,0.4702,25100.0,3,19956.0
79,103945,3120300,10960.57472,5350.0,2,AZ,0.5435897436,0.7649253731,0.9754,24000.0,3,20615.0
80,103954,886400,6977.30867,4750.0,1,AZ,0.40909090909999996,0.7625,0.5851,16300.0,3,10684.0
81,103963,1084700,13698.02924,6334.0,1,AZ,0.544021025,0.7027027026999999,0.7263,33500.0,3,18988.0
82,104090,2218800,12830.149159999999,4750.0,1,AZ,0.563283208,0.7510760402,0.6069,22200.0,3,24215.0
83,104151,108100,39015.67752,7642.0,3,AZ,0.3714536094,0.3903902897,0.5306,45100.0,1,12366.0
84,104160,107100,21785.8336,3500.0,1,AZ,0.6178459938,0.40387170240000003,0.0595,27000.0,1,8481.0
85,104179,108300,43798.75395,7000.0,3,AZ,0.31992976289999997,0.1766770034,0.4132,44000.0,1,13583.0
86,104188,2491500,18805.28676,14486.0,3,AZ,0.40350877189999995,0.6326530612,0.8789,27200.0,3,41891.0
87,104294,2561900,23543.75119,4750.0,1,AZ,0.3968253968,0.5444839858,0.5493,22700.0,3,13279.0
88,104346,728300,19512.84266,3500.0,2,AZ,0.5146800502000001,0.612590799,0.1752,27500.0,1,4376.0
89,104364,4051325,14933.85861,4867.0,2,AZ,0.5262342091,0.7167097806999999,0.8190000000000001,27400.0,3,20722.0
90,104391,2280500,18528.23028,3500.0,1,AZ,0.4369747899,0.5899280576,0.6294,14500.0,3,8033.0
91,104425,107200,19786.2764,3500.0,1,AZ,0.5117574257,0.5074858028,0.0774,28600.0,1,4122.0
92,104434,1180800,16726.3474,6963.0,1,AZ,0.4985754986,0.6155660377000001,0.7126,17800.0,3,12626.0
93,104443,1180801,16726.3474,6963.0,1,AZ,0.4985754986,0.6155660377000001,0.6667,17800.0,3,12184.0
94,104504,2582700,19368.26554,3959.0,1,AZ,0.4592145015,0.7119047619,0.8490000000000001,20000.0,3,20356.0
95,104531,1072702,22412.463,9500.0,3,AZ,0.5106051632999999,0.7821434898,0.8434,47000.0,3,24447.0
96,104568,1085800,22173.87644,4379.0,1,AZ,0.48342245990000005,0.54058876,0.7543,19600.0,3,11575.0
97,104577,107300,17497.3362,,1,AZ,0.4359341446,0.4668711656,0.0,28700.0,1,4443.0
98,104586,147902,38642.66734,5500.0,3,AZ,0.37638712020000004,0.5979278075,0.6232,61500.0,2,32861.0
100,104708,107600,19111.91188,,1,AZ,0.5474613687,0.512469764,0.2068,33600.0,1,7116.0
101,104717,107400,22976.45627,5500.0,3,AZ,0.5003652058,0.8448520581,0.6258,44500.0,3,17680.0
102,104805,2263100,12117.48741,3907.5,2,AZ,0.5519005847999999,0.7600298563,0.7335,27800.0,3,
103,104911,1218400,13449.35733,3750.0,1,AZ,0.515625,0.6641604010000001,0.6805,22200.0,3,14667.0
104,105118,2071200,16524.56489,5746.0,1,AZ,0.49715909090000004,0.6488372093,0.5436,26400.0,3,13170.0
105,105145,830300,18194.14392,5276.0,1,AZ,0.5442694188,0.7359658484999999,0.2654,29800.0,1,8225.0
106,105154,107700,18790.18637,,2,AZ,0.4697822364,0.5810959659,0.2718,35200.0,1,7941.0
107,105163,732990,17679.94098,6334.0,2,AZ,0.52367531,0.765962788,0.7602,38800.0,3,22258.0
108,105172,732911,17679.94098,6334.0,2,AZ,0.52367531,0.765962788,0.7795,38800.0,3,24306.0
109,105206,1186400,15935.061069999998,5750.0,1,AZ,0.5660377357999999,0.6662073717,0.2787,26900.0,1,19448.0
110,105215,2100500,24569.52465,5166.0,1,AZ,0.5336058675,0.532311725,0.7254,34800.0,3,25787.0
111,105297,824600,13853.449190000001,,2,AZ,0.504,0.5112676056000001,0.0,20900.0,1,8174.0
112,105330,108200,41330.91003,8250.0,3,AZ,0.37195008380000005,0.35153728549999996,0.5685,39100.0,1,14202.0
113,105349,1186200,16206.494980000001,,1,AZ,0.49895397490000004,0.6398631309,0.0,23800.0,1,7069.0
114,105367,193701,35290.338110000004,7500.0,3,AZ,0.45791805090000004,0.7542496356999999,0.537,40300.0,2,
115,105428,107800,14924.975359999999,5500.0,1,AZ,0.5861218196,0.6673107524,0.2761,32200.0,1,7618.0
116,105482,2623800,22156.209730000002,3312.0,1,AZ,0.3577235772,0.7464788732,0.6606,24000.0,3,15308.0
117,105516,2098800,16576.05959,5500.0,3,AZ,0.5399317561,0.9178236634,0.6454,51100.0,3,18760.0
118,105525,726600,18010.83983,4500.0,1,AZ,0.4972916303,0.5578413618,0.1818,29400.0,1,2986.0
119,105534,2217100,20438.00974,3745.0,1,AZ,0.5056793919,0.6628095675,0.5623,28200.0,3,16569.0
120,105543,2217103,20438.00974,3745.0,1,NM,0.5056793919,0.6628095675,0.7088,28200.0,3,16786.0
121,105589,2065300,26328.66042,12750.0,3,AZ,0.2565597668,0.5456989247,0.7206,33300.0,2,22425.0
122,105659,1168900,18729.008280000002,4750.0,1,AZ,0.5605875153000001,0.8060836502,0.7736,39100.0,3,20951.0
123,105668,2177500,12686.93558,4000.0,1,AZ,0.5477670538,0.8966202783,0.2746,35900.0,1,9300.0
124,105677,2113800,20315.54485,,1,AZ,,0.5930232558,0.5897,24700.0,3,17221.0
126,105747,830400,21167.66996,3500.0,1,AZ,0.4342476288,0.5262446497,0.1793,35700.0,1,8364.0
127,105792,2146600,17580.89369,,2,AZ,0.5759878419,0.5676548283,0.245,28400.0,1,7406.0
128,105899,711300,51455.34983,8750.0,3,AZ,0.2727272727,0.2309859155,0.5819,33500.0,2,21705.0
129,105987,446700,11671.40863,4750.0,1,AZ,0.5685950413,0.7631578947,0.532,22500.0,3,17865.0
130,106041,822100,28260.822910000003,4750.0,2,AZ,0.5482621648,0.3778339586,0.6589,43500.0,3,20912.0
131,106102,2171500,18491.8173,4750.0,3,AZ,0.530657748,0.9764065336,0.4303,50100.0,3,22440.0
132,106111,2220300,8864.73231,5890.0,1,AZ,0.5528455285,0.6725663717,0.6402,20800.0,3,12650.0
133,106148,107900,17678.23168,4278.0,1,AZ,0.5091234347,0.6517473942,0.1174,28000.0,1,6016.0
134,106245,110100,26497.51969,7500.0,3,AR,0.4302434457,0.5200920887,0.48700000000000004,33900.0,1,10309.0
135,106263,110900,30558.7227,6500.0,3,AR,0.3979739508,0.6702997275,0.6088,61400.0,1,
137,106306,108700,14910.831680000001,9500.0,2,AR,0.5097465887,0.3397683398,0.8533,22000.0,2,17309.0
140,106342,108800,47643.3996,7500.0,3,AR,0.3534743202,0.1540616246,0.6933,38600.0,2,13288.0
141,106351,3023400,11378.24209,4750.0,1,AR,0.4130434783,0.7151515152,0.6375,17400.0,3,16093.0
142,106360,2363500,11584.76348,3614.5,1,AR,0.6428571429,0.7014925373,0.7407,13700.0,3,6397.0
143,106397,110800,57423.10744,7500.0,3,AR,0.29804129170000004,0.17531486149999997,0.4159,43400.0,1,11704.0
144,106412,108600,21822.01428,7250.0,3,AR,0.4333800842,0.17689969600000002,0.7747,27200.0,1,8929.0
145,106449,109100,22414.190619999998,3500.0,2,AR,0.5305584825999999,0.4371229698,0.1668,36300.0,1,6280.0
146,106458,109000,27788.28543,6250.0,3,AR,0.46514636909999996,0.4067920128,0.5285,31700.0,1,9187.0
147,106467,108900,29397.517410000004,5500.0,3,AR,0.5074691492,0.42883413020000005,0.4618,33800.0,1,9156.0
148,106485,108500,17914.10086,5500.0,1,AR,0.5664711632,0.384083045,0.5597,31300.0,1,9829.0
149,106494,2538500,20804.31348,4750.0,1,AR,0.5333333333,0.6184738956,0.7195,13800.0,3,8907.0
150,106546,3105200,28863.855010000003,5250.0,1,AR,0.4480431849,0.6875,0.7359,43200.0,2,13960.0
151,106625,2052200,19159.75098,5500.0,1,AR,0.5782726046,0.6141643059,0.4419,27000.0,1,8028.0
152,106704,109200,36828.97633,6550.0,3,AR,0.3859851989,0.1990622336,0.4922,36500.0,1,10415.0
153,106713,109300,35473.85448,6500.0,3,AR,0.4865424431,0.43289224950000005,0.5853,31300.0,2,10715.0
154,106795,2220900,18014.01479,,1,AR,0.6577629382,0.5566037736,0.0,22900.0,1,5946.0
155,106810,109500,50902.08988,5500.0,2,AR,,0.1180124224,0.6018,31700.0,2,10996.0
156,106829,704400,10218.46139,,1,AR,0.5650684932,0.5804749339999999,0.0,20100.0,1,2983.0
157,106883,1226000,14676.062730000001,1751.0,1,AR,0.6206349206,0.4374193548,0.0853,20900.0,1,3545.0
158,106892,2272400,13393.51152,2220.0,1,AR,0.5911764706,0.6906812843000001,0.8394,18600.0,3,12153.0
160,106980,1210500,15421.87354,7604.0,2,AR,0.5191011236,0.6290842154,0.4768,25700.0,1,8951.0
161,106999,2073500,18202.14386,5449.0,1,AR,0.5583815029,0.5738025415,0.7667,24600.0,1,7537.0
162,107044,109700,66280.84217,9500.0,3,AR,0.20431557649999998,0.1771907216,0.5739,38000.0,2,15347.0
163,107071,109800,30556.471289999998,6250.0,3,AR,0.4533918985,0.2639074321,0.5943,34500.0,1,8688.0
164,107080,109900,75227.59319,13000.0,3,AR,0.17808219179999998,,0.5201,40500.0,2,19995.0
167,107141,110000,50092.63925,10983.0,3,AR,0.3408163265,0.4264849075,0.5284,46700.0,2,15654.0
172,107318,2348200,13949.97697,,1,AR,0.6407407407,0.5175504108,0.0,22600.0,1,12876.0
173,107327,1286000,16597.237569999998,3000.0,1,AR,0.6345933562,0.4763705104,0.0,23000.0,1,6396.0
175,107442,2284200,9791.053798,,1,AR,0.4933333333,0.7065217390999999,0.2234,13400.0,3,17031.0
176,107460,1226100,19344.16224,6000.0,1,AR,0.5739776952000001,0.5209150327000001,0.2805,24600.0,1,5822.0
177,107488,2073700,17701.05773,,1,AR,0.5687022901,0.6970684039,0.0,26500.0,1,7056.0
178,107512,110200,65703.28792999999,6200.0,3,AR,0.229480737,0.044728434500000004,0.4699,37400.0,2,17162.0
179,107521,997600,20265.86211,3500.0,1,AR,0.5790378007,0.6839762611,0.1862,25700.0,1,8219.0
180,107549,2087000,14167.367919999999,6500.0,2,AR,0.5738963532,0.656582175,0.4877,24700.0,1,6815.0
181,107558,109400,40861.20128,5500.0,3,AR,0.3917910448,0.0816326531,0.4825,36600.0,2,16382.0
182,107585,524500,21053.76959,3750.0,1,AR,0.5645967166,0.47858017140000003,0.2787,26100.0,1,3745.0
183,107600,110300,20021.25028,9500.0,3,AR,0.453164557,0.2489626556,0.8265,24300.0,2,13787.0
184,107619,110400,14083.68145,,1,AR,0.5567010309,0.4261294261,0.033,21100.0,1,13690.0
185,107637,570700,14395.62841,3500.0,1,AR,0.5811068702000001,0.5815217390999999,0.0,25000.0,1,8799.0
186,107655,2202400,10869.547270000001,4016.0,1,AR,0.4761904762,0.68,0.7683,13800.0,3,7847.0
187,107664,2075300,14979.69964,8548.0,1,AR,0.52784,0.6838066002,0.6493,27900.0,1,11846.0
188,107725,573200,15872.854809999999,2250.0,1,AR,0.5835266821,0.5464114833,0.0581,22200.0,1,10071.0
189,107743,2111100,17699.53891,,1,AR,0.7328767123000001,0.5059055118,0.0,22000.0,1,4839.0
191,107831,2569600,12120.63216,3921.0,1,AR,0.5862068965999999,0.7227722772,0.4397,11400.0,3,16149.0
193,107877,110600,35031.4639,5500.0,3,AR,0.4867256637,0.1797752809,0.6374,32200.0,2,10690.0
194,107974,2074600,17390.188680000003,5500.0,1,AR,0.6314031179999999,0.5887764489,0.3841,25000.0,1,9947.0
195,107983,110700,28144.79388,6108.5,3,AR,0.4748677249,0.2502972652,0.5207,34000.0,1,7665.0
196,107992,773800,18668.44744,3888.0,1,AR,0.5868945869,0.47579693030000003,0.1578,27700.0,1,9121.0
198,108092,111000,24187.03171,5215.0,3,AR,0.5302513186,0.4052234787,0.4181,30000.0,1,6881.0
199,108232,753100,25314.75584,9500.0,3,CA,0.3809064609,0.48267743020000003,0.6005,36000.0,3,30910.0
200,108250,732971,17679.94098,6334.0,2,CA,0.52367531,0.765962788,0.7848,38800.0,3,22528.0
202,108348,2342400,10048.89645,4350.0,1,CA,0.5369127517,0.7653631285,0.9490000000000001,28400.0,3,20785.0
203,108649,2258600,8540.203292,3500.0,1,CA,0.5892857143,0.6109215017,0.7397,21600.0,3,14477.0
204,108667,672000,11816.13076,,2,CA,0.5480399693,0.49918077549999995,0.0095,31900.0,1,5394.0
205,108807,111100,22092.81378,5500.0,2,CA,0.613850207,0.3908747457,0.0183,29800.0,1,5319.0
206,108852,746501,31708.6433,5500.0,1,CA,0.2575250836,0.2262996942,0.5692,27800.0,2,38973.0
210,109040,2241800,15320.626880000002,3958.0,1,CA,0.578538935,0.5575137389,0.6077,29500.0,3,24287.0
212,109208,123200,8829.960389,5500.0,2,CA,0.5257601836,0.6039262019,0.0865,28400.0,1,5876.0
213,109332,1112100,5795.320065,4750.0,1,CA,0.546031746,0.7516483516,0.6258,22200.0,3,23066.0
214,109350,111300,8152.160454000001,5712.0,2,CA,0.5949112822,0.577886916,0.1805,27000.0,1,6137.0
215,109651,111600,28954.472739999997,8250.0,3,CA,0.2215288612,0.2998522895,0.5412,56100.0,2,40862.0
216,109721,902200,0.0,4750.0,1,CA,0.5783972125,0.7762886598000001,0.4416,23500.0,3,16923.0
217,109730,2553500,0.0,3902.5,1,CA,0.3114754098,0.7867435159,0.9828,18000.0,3,21777.0
218,109785,111700,56231.4289,15241.0,3,CA,0.34225249329999996,0.4208881946,0.5989,50000.0,2,27448.0
219,109819,111800,15044.54038,5362.5,1,CA,0.638925418,0.44034053700000003,0.0439,29300.0,1,2936.0
221,109907,111900,8823.898476,,2,CA,0.5681722246,0.7883650953,0.0,31700.0,1,7452.0
222,109934,705000,13333.450929999999,5820.0,1,CA,0.6278026906,0.657807309,0.5975,16500.0,3,27919.0
224,110097,112200,65168.370670000004,10500.0,3,CA,0.24743935309999998,0.07874421,0.7718,40500.0,2,31270.0
225,110185,112300,26980.868730000002,9500.0,3,CA,0.2792207792,0.3411764706,0.6984,28800.0,3,27742.0
226,110194,2543400,24156.54503,3320.0,1,CA,0.5636363636,0.783171521,0.8264,39500.0,3,19748.0
227,110219,716400,20930.58868,9500.0,2,CA,0.4694229113,0.8500365764,0.7794,43700.0,3,21909.0
228,110246,807300,13539.108080000002,5585.0,1,CA,0.5118664521,0.4929827392,0.1716,29400.0,1,4343.0
231,110334,112400,15959.257759999999,5140.0,2,CA,0.4693261817,0.4905022118,0.0435,32500.0,1,6669.0
232,110361,112500,45775.05297,14250.0,3,CA,0.4167902699,0.3673844538,0.8544,40300.0,2,24936.0
233,110370,112701,39192.7421,10000.0,3,CA,0.2800788955,0.2735507246,0.5686,33300.0,2,29459.0
234,110398,394700,,,4,CA,,,,104800.0,1,
235,110404,113100,94665.0611,,3,CA,,,0.272,77800.0,2,24426.0
236,110413,113300,65532.5005,9500.0,3,CA,0.3159937888,0.2442363112,0.5927,51000.0,2,26739.0
237,110422,114300,69368.86711,10000.0,3,CA,0.2553872413,0.1005154639,0.3576,61800.0,1,17566.0
238,110468,1111700,11850.90269,2625.0,3,CA,0.2966360856,0.9626038781,0.2201,56000.0,2,
239,110486,799300,26672.78205,7034.0,3,CA,0.5552325581,0.3351170569,0.446,46500.0,1,7351.0
240,110495,115700,30413.8397,10893.0,3,CA,0.557840617,0.3280820205,0.4496,43400.0,1,7965.0
241,110510,114200,28556.325389999998,8500.0,3,CA,0.5510368108,0.3091583525,0.4784,44600.0,1,7840.0
242,110529,114400,31512.843119999998,7500.0,3,CA,0.42376038979999997,0.25720265940000003,0.375,50700.0,1,10493.0
243,110538,114600,36852.96714,8914.0,3,CA,0.376572745,0.2560521415,0.4516,44400.0,1,15084.0
244,110547,114100,20923.33502,9081.0,3,CA,0.5392239561,0.5001582779,0.4502,42500.0,1,3401.0
245,110556,114700,28320.60542,8250.0,3,CA,0.49600501329999996,0.2455459114,0.3668,43000.0,1,6764.0
246,110565,113700,32538.61477,8250.0,3,CA,0.4387085329,0.30108809059999997,0.3214,45000.0,1,9186.0
247,110574,113800,23677.04355,7118.5,3,CA,0.463423359,0.4931608683,0.3571,51200.0,1,11532.0
248,110583,113900,29086.9085,7500.0,3,CA,0.4364454443,0.28272129879999996,0.3843,46500.0,1,10181.0
249,110592,114000,22366.97509,7000.0,3,CA,0.5954219526,0.3443809912,0.3801,43400.0,1,4484.0
250,110608,115300,25338.19302,6250.0,3,CA,0.4772447724,0.2805337209,0.3739,43100.0,1,12169.0
251,110617,115000,27648.945180000002,9500.0,3,CA,0.44444444439999997,0.3699699211,0.5017,46100.0,1,10638.0
252,110635,131200,35551.99042,12196.0,3,CA,0.3291384318,0.166975652,0.3181,60800.0,1,14015.0
253,110644,131300,39018.95732,7500.0,3,CA,0.38127603600000004,0.141030571,0.4616,56400.0,1,13932.0
254,110653,131400,35878.20164,8333.0,3,CA,0.4002872875,0.0942953363,0.4443,54500.0,1,13358.0
255,110662,131500,37365.1557,9216.0,3,CA,0.3436133229,0.13598014890000001,0.3868,59600.0,1,14437.0
256,110671,131600,36479.2876,7158.0,3,CA,0.4388458226,0.1060062216,0.5662,47200.0,1,11429.0
257,110680,131700,37451.12898,12500.0,3,CA,0.3525986936,0.1241125761,0.5093,59000.0,1,12918.0
258,110699,131900,16377.146880000002,,4,CA,,,,126500.0,1,
259,110705,132000,41219.997489999994,11132.0,3,CA,0.379441239,0.065246162,0.452,51400.0,1,14042.0
260,110714,132100,40403.9178,7500.0,3,CA,0.39632968450000006,0.10310559009999999,0.5449,43000.0,1,16871.0
264,110945,2110800,19860.070030000003,6802.0,2,CA,0.5278592375,0.7207001521999999,0.6254,46300.0,3,22830.0
265,111009,2220200,19019.18676,4408.0,2,CA,0.3901515152,0.5859872611,0.6391,34000.0,3,18306.0
266,111054,1186500,18843.74661,2670.0,1,CA,0.5387755102,0.5827814570000001,0.3466,17800.0,3,11254.0
267,111081,113200,55687.75735,11125.0,3,CA,0.1899736148,0.13197969539999999,0.6499,32100.0,2,42971.0
268,111188,113400,47906.63819,11000.0,3,CA,0.2303921569,0.2602739726,0.5666,79400.0,1,17512.0
269,111391,1310300,,,4,CA,,,,83100.0,2,
270,111434,697300,15740.733719999998,4500.0,2,CA,0.5834951456,0.5692194403999999,0.018000000000000002,31700.0,1,5464.0
271,111461,890300,20397.26669,4750.0,2,CA,0.506720771,0.4236111111,0.0626,34400.0,1,6038.0
272,111513,2125000,20646.70504,3167.0,1,CA,0.5223214286,0.6462093863,0.5613,18900.0,3,10406.0
273,111638,673100,16382.842980000001,4673.0,1,CA,0.5014836795000001,0.6531073446,0.7946,46500.0,2,23427.0
274,111708,2332809,9906.248125,2800.0,1,CA,0.6991607489,0.7680102134000001,0.4738,21700.0,2,14825.0
275,111717,2332800,9906.248125,2800.0,1,CA,0.6991607489,0.7680102134000001,0.4074,21700.0,2,15449.0
276,111726,2332810,9906.248125,2800.0,1,CA,0.6991607489,0.7680102134000001,0.0605,21700.0,2,15386.0
277,111744,2332814,9906.248125,2800.0,1,CA,0.6991607489,0.7680102134000001,0.4899,21700.0,2,13481.0
278,111762,2332819,9906.248125,2800.0,1,CA,0.6991607489,0.7680102134000001,0.0942,21700.0,2,13564.0
279,111771,2332808,9906.248125,2800.0,1,CA,0.6991607489,0.7680102134000001,0.1357,21700.0,2,12978.0
280,111799,2332813,9906.248125,2800.0,1,CA,0.6991607489,0.7680102134000001,0.1214,21700.0,2,13219.0
281,111887,116100,17223.26107,3500.0,2,CA,0.6125481563,0.3992727987,0.0404,31000.0,1,2726.0
282,111896,1011100,13008.1307,,2,CA,0.5487077535,0.7113884555,0.0,25900.0,1,6037.0
283,111920,116200,14979.3231,5500.0,2,CA,0.5460606061,0.4726184998,0.0271,33800.0,1,5784.0
284,111939,116300,17378.30061,,2,CA,0.5637528755,0.4241854637,0.0,27900.0,1,7319.0
285,111948,116400,74466.70175,12000.0,3,CA,0.1818181818,0.1091069072,0.6586,50100.0,2,32222.0
